Title,Description,Item Categories,Price,Sku,URL,Image URLs,Colors,Brand,width,height,depth,Retailer
Trinell 4-Piece Entertainment Center with 63'' TV Stand and Electric Fireplace,"Entertain a rugged yet refined sense of style with the Trinell entertainment center. Rustic finish and plank-style details pay homage to reclaimed barn wood, while metal banding with nailhead accents infuses a touch of industrial cool. Ultra clean lines ensure a look that can go from the country to the city and feel equally at home. What really turns up the heat: an electric infrared fireplace insert with faux firebrick surround that operates with or without infrared heat and includes a multi flame feature, 7-level temperature setting, five brightness levels and LED glowing embers effect.",Home Theater TV Stands & Entertainment Centers,,W446W8,https://www.ashleyfurniture.com/p/trinell_4-piece_entertainment_center_with_electric_fireplace/APK-W446-FP4.html?cgid=home-theater-tv-stands,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W446-68-24%282%29-27-W100-101-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W446-68-24%282%29-27-W100-101-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W446-FINISH-500?$AFHS-Grid-1X$",Brown,Ashley furniture,104.5,73.25,20.75,ashleyfurniture.com
Texline 5-Piece Dual Power Reclining Modular Sectional,"Truly putting high design into recline, the Texline sectional with gray leather match upholstery proves that just because you’re a recliner doesn’t mean you have to look like one. Deceptively beautiful, its ultra clean-lined aesthetic is as cool and contemporary as they come. Low-profile back has a super swank look. When you need more support for your head and neck, the press of a button engages the Easy View™ power adjustable headrest, designed to let you lean back and still have a primo view of the TV. The zero wall design requires minimal space between wall and chair back, and indulgent pillow top seating gives an added layer of comfort.",Home Theater Seating,,U59603S3,https://www.ashleyfurniture.com/p/texline_6-piece_power_reclining_sectional/APK-U59603P5.html?cgid=home-theater-seating-new,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U59603-22-46-77-46-21-23-OPEN-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U59603-22-46-77-46-21-23-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U59603-22-46-77-46-21-23-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U59603-22-46-77-46-21-23-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U59603-22-46-77-46-21-23-T926?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U59603-EXT-FTREST-FULL-EXT?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U59603-EXT-FTREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U59603-PWR-USB-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U59603-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Gray,Ashley furniture,112,32,112,ashleyfurniture.com
Trinell 4-Piece Entertainment Center with 63'' TV Stand,"Entertain a rugged yet refined sense of style with the Trinell 4-piece entertainment center. Rustic finish and plank-style details pay homage to reclaimed barn wood, while metal banding with nailhead accents infuses a touch of industrial cool. Ultra clean lines ensure a look that can go from the country to the city and feel equally at home.",Home Theater TV Stands & Entertainment Centers,,W446W2,https://www.ashleyfurniture.com/p/trinell_4-piece_entertainment_center/APG-W446-4P.html?cgid=home-theater-tv-stands,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/APG-W446-4P-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W446-68-24%282%29-27-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W446-68-24%282%29-27-Trinell-DIM?$AFHS-Grid-1X$",Brown,Ashley furniture,104.5,73.25,20.75,ashleyfurniture.com
"60"" Corner TV Stand","The ideal tv unit for coastal and country interiors, this pine piece in cherry finish has natural rattan baskets with cutout handles to make finding all entertainment essentials a breeze. A pretty organization solution for condo or cottage.",Home Theater TV Stands & Entertainment Centers,585.99,W600000237,https://www.ashleyfurniture.com/p/crosley_60_corner_tv_stand/W600000237.html?cgid=home-theater-tv-stands,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_1?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_4?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_5?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_6?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_7?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_8?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_9?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_10?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_11?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_12?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_13?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/W600000237_3?$AFHS-Grid-1X$",White,Ashley furniture,59.75,26.38,23.5,ashleyfurniture.com
McClelland 6-Piece Power Reclining Sectional with Chaise,"Large-scale comfort is yours with the McClelland power reclining sectional with chaise. With supreme padding and plush upholstery, it's the hero for ultimate relaxation. The extra-wide seating gives you plenty of room to sit back, kick up your heels and enjoy.",Home Theater Seating,,29302S16,https://www.ashleyfurniture.com/p/mcclelland_6-piece_power_reclining_sectional_with_chaise/APK-29302-6R.html?cgid=home-theater-seating-new,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29302-58-57-19-77-46-97?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29302-58-57-19-77-46-97-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29302-58-57-19-77-46-97-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29302-57-CONSOLE-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/29302-PWR-USB-DETAIL?$AFHS-Grid-1X$",Gray,Ashley furniture,163,40,152,ashleyfurniture.com
Turbulance Dual Power Recliner,"Looking for a seat with all the bells and whistles? The Turbulance power recliner has you covered. Get double the relaxation—recline your body then adjust your headrest. With USB charging ports, your devices will enjoy this recliner, too. Stainless steel cup holders accompany you on either side. All wrapped up in quality faux leather with fashion-forward jumbo stitching for a look and feel you’ll love.",Home Theater Seating,"1,099.99",8500113,https://www.ashleyfurniture.com/p/turbulance_power_recliner/8500113.html?cgid=home-theater-seating-new,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/8500113-OPEN-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/85001-13?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/85001-13-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/AHS_Turbulance_8500113_PwrRecliner-AdjHeadrest_P2?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/8500113-Turbulance-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/85001-13-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/85001-13-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/85001-13-BACK-SW-P1-KO?$AFHS-Grid-1X$",Quarry,Ashley furniture,37,44,39,ashleyfurniture.com
Lyndeboro 5-Piece Sectional,"Distinguished yet unassuming, the versatile and visually appealing Lyndeboro sectional adds a refined touch to any space. Inspired by the dapper look of fine tailored menswear, its rich texture turns heads, while a soft, light gray hue blends effortlessly with other colors in the room. Clean lines and wide track arms embrace a minimalist contemporary style. The sectional's modular design offers a variety of configurations for flexibility. Plush, reversible deep cushions provide extraordinary comfort and can be rotated for longer life. Accent pillows in soft shades of complementary colors add subtle contrast. This handsome piece will make a memorable impression again and again.",Home Theater Seating,,10201S3,https://www.ashleyfurniture.com/p/lyndeboro_5-piece_sectional/APK-10201-S5.html?cgid=home-theater-seating-new,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/10201-64-46%282%29-77-65?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/10201-64-46%282%29-77-65-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/10201-64-46%282%29-77-65-Lyndeboro-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/10201-SWATCH?$AFHS-Grid-1X$",Wicker,Ashley furniture,132,39,132,ashleyfurniture.com
Card Player Dual Power Reclining Loveseat with Console,"You can bet on turning heads while delivering superior comfort with the Card Player power reclining loveseat. Its sleek cappuccino-hued upholstery is an ace when it comes to contemporary style. An extended zero-gravity ottoman ups the ante on at-home relaxation. Topped off with a heated seat and massage function, you’ll be all-in on this recliner.",Home Theater Seating,"2,599.99",1180718,https://www.ashleyfurniture.com/p/card_player_power_reclining_loveseat/1180718.html?cgid=home-theater-seating-new,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11807-18?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11807-18-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11807-18-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11807-18-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11807-18-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11807-18-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11807-18-CONSOLE?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11807-ADJ-HDREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11807-EXT-FTREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11807-PWR-USB?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/11807-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Cappuccino,Ashley furniture,71,43,39,ashleyfurniture.com
McTeer Power Recliner,"If you’ve got a penchant for simple, contemporary beauty, the McTeer power recliner has your name written all over it. One-touch power control means any position is yours – whether fully reclined or sitting upright. The pillow top arms and back cushion surround your body in luxurious, plush chenille that’s irresistible to the touch. Mocha colored upholstery makes it easy to match with other modern decor for a fashionable and comfortable space.",Home Theater Seating,429.99,7590906,https://www.ashleyfurniture.com/p/mcteer_power_recliner/7590906.html?cgid=home-theater-seating-new,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/7590906-OPEN-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/7590906-10x8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/75909-06-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/7590906-McTeer-DIM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/75909-06-PWR-HDREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/75909-06-PWR-CONTROL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/75909-06-OPEN-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/75909-SWATCH-BODY-A?$AFHS-Grid-1X$",Mocha,Ashley furniture,35,41,39,ashleyfurniture.com
The Man-Den 3-Piece Reclining Home Theater Seating,"Family movie nights will be forever changed with The Man-Den 3-piece power recliner set. Reserved for him and made for her, this power recliner in gray delivers all the comfort and style you could ask for. Inspired by sports car interiors, the seating area is covered in real leather for your pleasure, with a “perforated automotive” treatment for that much more appeal. Positioned at your fingertips, the advanced one-touch power control puts you in the driver’s seat with everything from an Easy View™ power headrest and power lumbar support, to a USB port and wireless charging for your phone. And with an integrated cup holder and hidden storage compartments under the posh, padded armrests, this designer power recliner makes the most of every inch of space.",Home Theater Seating,,APG-U853053P,https://www.ashleyfurniture.com/p/the_man-den_3-piece_home_theater_seating/APG-U853053P.html?cgid=home-theater-seating-new,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U85305-13%283%29-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U85305-13%283%29_Home_Theater?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U8530513-CLSD-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U85305-13-CLSD-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U85305-13-OPEN-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U85305-13-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U85305-13-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U85305-13-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U8530513-OPEN-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U85305-13-ADJ-HDREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U85305-13-ARM-STORAGE-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U85305-13-USB-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U85305-13-WIRELESS-CHRG-SW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U85305-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Gray,Ashley furniture,37.5,43,40,ashleyfurniture.com
Mabton Dual Power Recliner,"The challenge: Design a cutting-edge power recliner you’d never guess was a recliner. Super sleek and streamlined, the Mabton recliner in taupe gray with high-contrast jumbo stitching might just be our best-kept secret. Rest assured, you’d be hard-pressed to find seating that looks so high end yet is so comfortably priced. Integrated elements include an Easy View™ adjustable headrest, which offers low-profile style when it’s down and a high level of comfort when you’re kicking back and reclining. Factor in a one-touch power control (with a USB port) placed on the inside track arm, and you have the makings for one beautifully deceptive piece of furniture.",Home Theater Seating,849.99,7700513,https://www.ashleyfurniture.com/p/mabton_power_recliner/7700513.html?cgid=home-theater-seating-new,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77005-13-CLSD-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77005-13-DWN-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77005-13-OPEN-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77005-13-UP-ANGLE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77005-13-LAY-FLAT-10X8-CROP?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77005-13-LAY-FLAT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77005-13-ADJ-HDREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77005-13-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/77005-13-BACK-SW-P1-KO?$AFHS-Grid-1X$",Gray,Ashley furniture,42.75,31,40,ashleyfurniture.com
Bales 6-Piece Modular Seating,"Be bold with a modern take on seating. The Bales accent chair set has an armless design and carries a checkered taupe upholstery neutral enough to fit in any style while elevating it at the same time. Thanks to its modular design, making the transformation from sectional to conversation pit is practically effortless.",Home Theater Seating,,A3000244A6,https://www.ashleyfurniture.com/p/bales_6-piece_modular_seating/APGA30002446.html?cgid=home-theater-seating-new,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244%286%29-ALT?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244%286%29-ALT-B?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244%286%29-ALT-C?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244%286%29-CONFIG-2-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244%286%29-CONFIG-3-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244%286%29-CONFIG-1-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244-BACK-VIEW?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244-HEAD-ON-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244-FABRIC-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/A3000244-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Taupe,Ashley furniture,234,30.63,17.52,ashleyfurniture.com
Strikefirst Power Recliner,"An exceptional winner in home fashion, the Strikefirst power recliner shows us the beauty of today’s best recliners. Bold diamond stitching on the back and seat invites you to sit and stay awhile. Real leather brings feel-good pleasure and exceptional wear, while a skillfully matched faux leather upholstery keeps luxury right on budget. When you want to get maximum relaxation, use the power adjustable headrest and extended ottoman for additional comfort. Each power control contains USB and wireless charging, plus a hidden cup holder. A zero gravity mechanism completes the luxurious design.",Home Theater Seating,"1,999.99",U1280713,https://www.ashleyfurniture.com/p/strikefirst_power_recliner/U1280713.html?cgid=home-theater-seating-new,"https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-13-CLSD?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-13-ANGLE-CLSD-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-13-ANGLE-OPEN-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-13-SIDE-ALT-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-13-SIDE-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-13-BACK-SW-P1-KO?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-13-OPEN?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-ADJ-HDREST?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-PWR-CONTROL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-STITCH-DETAIL?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-STORAGE-ARM?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-USB-CHRG?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-WIRELESS-CHRG?$AFHS-Grid-1X$,https://ashleyfurniture.scene7.com/is/image/AshleyFurniture/U12807-SWATCH-BODY-A-500?$AFHS-Grid-1X$",Nutmeg,Ashley furniture,37.25,44.38,40,ashleyfurniture.com
